"layer"	"object"	"table"	"record_count"	"column_order"	"column_name"
"entity"	"protein_master"	"protein_master_v72.tsv.gz"	"7800"	"23"	"accession_history_status"
"entity"	"protein_master"	"protein_master_v72.tsv.gz"	"7800"	"24"	"release_role_v72"
"entity"	"protein_master"	"protein_master_v72.tsv.gz"	"7800"	"25"	"default_web_inclusion_v72"
"entity"	"protein_master"	"protein_master_v72.tsv.gz"	"7800"	"26"	"searchable_inclusion_v72"
"entity"	"protein_master"	"protein_master_v72.tsv.gz"	"7800"	"27"	"release_version_v72"
"audit"	"protein_membrane_evidence_and_risk"	"protein_membrane_evidence_and_risk_v72.tsv.gz"	"10997"	"1"	"target_uniprot_id"
"audit"	"protein_membrane_evidence_and_risk"	"protein_membrane_evidence_and_risk_v72.tsv.gz"	"10997"	"2"	"membrane_class_v7"
"audit"	"protein_membrane_evidence_and_risk"	"protein_membrane_evidence_and_risk_v72.tsv.gz"	"10997"	"3"	"public_inclusion_v7"
"audit"	"protein_membrane_evidence_and_risk"	"protein_membrane_evidence_and_risk_v72.tsv.gz"	"10997"	"4"	"membrane_evidence_level_v7_recomputed"
"audit"	"protein_membrane_evidence_and_risk"	"protein_membrane_evidence_and_risk_v72.tsv.gz"	"10997"	"5"	"evidence_rule_triggered_v7"
"audit"	"protein_membrane_evidence_and_risk"	"protein_membrane_evidence_and_risk_v72.tsv.gz"	"10997"	"6"	"evidence_source_ids_v7"
"audit"	"protein_membrane_evidence_and_risk"	"protein_membrane_evidence_and_risk_v72.tsv.gz"	"10997"	"7"	"confidence_limitations_v7"
"audit"	"protein_membrane_evidence_and_risk"	"protein_membrane_evidence_and_risk_v72.tsv.gz"	"10997"	"8"	"risk_priority_v7"
"audit"	"protein_membrane_evidence_and_risk"	"protein_membrane_evidence_and_risk_v72.tsv.gz"	"10997"	"9"	"automatic_disposition_v7"
"audit"	"protein_membrane_evidence_and_risk"	"protein_membrane_evidence_and_risk_v72.tsv.gz"	"10997"	"10"	"manual_review_status"
"governance"	"source_registry"	"source_registry_v72.tsv.gz"	"28"	"1"	"module"
"governance"	"source_registry"	"source_registry_v72.tsv.gz"	"28"	"2"	"source_database"
"governance"	"source_registry"	"source_registry_v72.tsv.gz"	"28"	"3"	"source_versions"
"governance"	"source_registry"	"source_registry_v72.tsv.gz"	"28"	"4"	"record_scope"
"governance"	"source_registry"	"source_registry_v72.tsv.gz"	"28"	"5"	"registry_basis"
"governance"	"source_registry"	"source_registry_v72.tsv.gz"	"28"	"6"	"release_version_v71"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"1"	"membrane_state_id"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"2"	"target_uniprot_id"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"3"	"entity_scope"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"4"	"membrane_class"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"5"	"primary_membrane_mode"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"6"	"secondary_membrane_modes"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"7"	"evidence_level"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"8"	"form_specificity"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"9"	"public_inclusion"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"10"	"decision"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"11"	"evidence_summary"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"12"	"state_condition"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"13"	"state_specificity"
"annotation"	"state_dependent_membrane_association"	"state_dependent_membrane_association_v72.tsv.gz"	"7800"	"14"	"release_version"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"1"	"localization_record_id"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"2"	"target_uniprot_id"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"3"	"membrane_protein_id"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"4"	"hpa_ensembl_gene_id"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"5"	"hpa_gene_name"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"6"	"location_term"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"7"	"go_id"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"8"	"go_label"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"9"	"location_role"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"10"	"hpa_reliability"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"11"	"direct_observation_flag"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"12"	"protein_mapping_status"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"13"	"source_dataset"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"14"	"source_version"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"15"	"module_version"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"16"	"v7_mapping_state"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"17"	"mapping_status_v71"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"18"	"observation_semantics_v71"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"19"	"biological_context_v71"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"20"	"isoform_specificity_v71"
"observation"	"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"19091"	"21"	"release_version_v71"
